"Title","QuickRef","Ev_ID","Paper_ID","Cat_ID","SubCat_ID","AddEv_ID","Category level","Risk category","Risk subcategory","Description","Additional ev.","P.Def","p.AddEv","Entity","Intent","Timing","Domain","Sub-domain","Technical Control","Technical Control"
"Ethical and social risks of harm from language models","Weidinger2021","17.01.04.a","17","1","4","1","Additional evidence","Discrimination, Exclusion and Toxicity ","Lower performance for some languages and social groups ","","""Current large LMs are trained on text that is predominantly in English (Brown et al., 2020; Fedus et al., 2021; Rosset, 2020) or Mandarin Chinese (Du, 2021), in line with a broader trend whereby most NLP research is on English, Mandarin Chinese, and German (Bender, 2019). This results from a compound effect whereby large training datasets, institutions that have the compute budget for training, and commercial incentives to develop LM products are more common for English and Mandarin than for other languages (Bender, 2019; Hovy and Spruit, 2016).""","16","17","","","","","","Implement regular performance audits across diverse languages and social groups, with a focus on identifying and addressing disparities. Establish a diverse test dataset that represents a wide range of languages, dialects, and demographic groups. Continuously monitor and evaluate model performance across these diverse groups, setting performance thresholds that must be met for all identified segments. Develop and maintain a pipeline for fine-tuning or retraining the model to improve performance for underserved languages and groups when disparities are detected. Engage with linguistic and cultural experts to ensure proper representation and understanding of nuances across different languages and social contexts.","Implement regular performance audits across diverse languages and social groups, with a focus on identifying and addressing disparities. Establish a diverse test dataset that represents a wide range of languages, dialects, and demographic groups. Continuously monitor and evaluate model performance across these diverse groups, setting performance thresholds that must be met for all identified segments. Develop and maintain a pipeline for fine-tuning or retraining the model to improve performance for underserved languages and groups when disparities are detected. Engage with linguistic and cultural experts to ensure proper representation and understanding of nuances across different languages and social contexts."
"Ethical and social risks of harm from language models","Weidinger2021","17.02.00","17","2","","","Risk Category","Information Hazards ","","""Harms that arise from the language model leaking or inferring true sensitive information""","""Information hazards can cause harm even where a technology designer harbours no malicious intent and with no mistake of the technology user. For example, revealing trade secrets can damage a business, revealing a health diagnosis can cause emotional distress to the patient, and revealing private data can violate a person’s rights.""","18","18","2 - AI","2 - Unintentional","2 - Post-deployment","2. Privacy & Security","2.1 > Compromise of privacy by leaking or correctly inferring sensitive information","Implement robust data anonymization and differential privacy techniques on training datasets to prevent the language model from memorizing or inferring sensitive information. Utilize privacy-preserving machine learning methods and conduct regular privacy audits to identify and mitigate potential information leakage. Apply output filtering and sanitization to remove personally identifiable information from model responses. Implement strict access controls and encryption for model parameters and training data. Regularly update and fine-tune the model using privacy-preserving techniques to reduce the risk of information leakage over time.","Implement robust data anonymization and differential privacy techniques on training datasets to prevent the language model from memorizing or inferring sensitive information. Utilize privacy-preserving machine learning methods and conduct regular privacy audits to identify and mitigate potential information leakage. Apply output filtering and sanitization to remove personally identifiable information from model responses. Implement strict access controls and encryption for model parameters and training data. Regularly update and fine-tune the model using privacy-preserving techniques to reduce the risk of information leakage over time."
"Ethical and social risks of harm from language models","Weidinger2021","17.02.01","17","2","1","","Risk Sub-Category","Information Hazards ","Compromising privacy by leaking private infiormation ","""By providing true information about individuals’ personal characteristics, privacy violations may occur. This may stem from the model “remembering” private information present in training data (Carlini et al., 2021).""","""Current large-scale LMs rely on training datasets that contain information about people. Privacy violations may occur when training data includes personal information that is then directly disclosed by the model (Carlini et al., 2021). Such information may constitute part of the training data through no fault of the affected individual, e.g. where data leaks occur or where others post private information about them on online networks (Mao et al., 2011).""","18","19","2 - AI","2 - Unintentional","2 - Post-deployment","2. Privacy & Security","2.1 > Compromise of privacy by leaking or correctly inferring sensitive information","Data Minimization and Anonymization:
Implement strict data minimization practices during model training, removing or anonymizing personally identifiable information (PII) from training datasets. Utilize advanced anonymization techniques such as k-anonymity, l-diversity, and t-closeness to protect individual privacy. Regularly audit and prune the model to remove any potential memorized private information. Implement differential privacy techniques to add controlled noise to the training process, reducing the risk of information leakage while maintaining overall model utility.","Data Minimization and Anonymization:
Implement strict data minimization practices during model training, removing or anonymizing personally identifiable information (PII) from training datasets. Utilize advanced anonymization techniques such as k-anonymity, l-diversity, and t-closeness to protect individual privacy. Regularly audit and prune the model to remove any potential memorized private information. Implement differential privacy techniques to add controlled noise to the training process, reducing the risk of information leakage while maintaining overall model utility."
"Ethical and social risks of harm from language models","Weidinger2021","17.02.01.a","17","2","1","1","Additional evidence","Information Hazards ","Compromising privacy by leaking private infiormation ","","Example: ""Privacy leaks occurred when Scatterlab’s chatbot Lee Luda disclosed, ‘random names, addresses, and bank account numbers from the training dataset. ScatterLab had even uploaded a training model of Luda on GitHub, which included data that exposed personal information ... triggering a class-action lawsuit against ScatterLab’ (Kim, 2021). The company has now been fined for harvesting user data without consent to produce the chatbot (Dobberstein, 2021).""","18","19","","","","","","Access to sensitive or private information shall be restricted through role-based access controls, data encryption, and secure authentication mechanisms. Regular privacy impact assessments shall be conducted to identify potential information leakage risks. Data minimization practices shall be implemented to limit collection and retention of personal data. Employees shall receive ongoing training on data privacy and protection. Automated scanning and filtering tools shall be utilized to detect and prevent unauthorized disclosure of private information. Audit logs shall be maintained and regularly reviewed to monitor access to sensitive data.","Access to sensitive or private information shall be restricted through role-based access controls, data encryption, and secure authentication mechanisms. Regular privacy impact assessments shall be conducted to identify potential information leakage risks. Data minimization practices shall be implemented to limit collection and retention of personal data. Employees shall receive ongoing training on data privacy and protection. Automated scanning and filtering tools shall be utilized to detect and prevent unauthorized disclosure of private information. Audit logs shall be maintained and regularly reviewed to monitor access to sensitive data."
"Ethical and social risks of harm from language models","Weidinger2021","17.02.01.b","17","2","1","2","Additional evidence","Information Hazards ","Compromising privacy by leaking private infiormation ","","""This ’unintended memorization’ of training data can occur even when there is not overfitting in the traditional statistical sense (Carlini et al., 2019), and can be observed serendipitously when sampling from LMs even without any form of ""malicious"" prompting (Carlini et al., 2021).""","18","19","","","","","","Access to sensitive or private information shall be restricted through role-based access controls, data encryption, and secure authentication mechanisms. Regular privacy impact assessments shall be conducted to identify potential information leakage risks. Data minimization practices shall be implemented to limit collection and retention of personal data. Robust data anonymization and de-identification techniques shall be applied before processing or sharing data. Comprehensive privacy training shall be provided to all personnel with access to private information. Auditing and monitoring systems shall be in place to detect and alert on potential privacy breaches or unauthorized access attempts.","Access to sensitive or private information shall be restricted through role-based access controls, data encryption, and secure authentication mechanisms. Regular privacy impact assessments shall be conducted to identify potential information leakage risks. Data minimization practices shall be implemented to limit collection and retention of personal data. Robust data anonymization and de-identification techniques shall be applied before processing or sharing data. Comprehensive privacy training shall be provided to all personnel with access to private information. Auditing and monitoring systems shall be in place to detect and alert on potential privacy breaches or unauthorized access attempts."
"Ethical and social risks of harm from language models","Weidinger2021","17.02.02","17","2","2","","Risk Sub-Category","Information Hazards ","Compromising privacy by correctly inferring private information ","""Privacy violations may occur at the time of inference even without the individual’s private data being present in the training dataset. Similar to other statistical models, a LM may make correct inferences about a person purely based on correlational data about other people, and without access to information that may be private about the particular individual. Such correct inferences may occur as LMs attempt to predict a person’s gender, race, sexual orientation, income, or religion based on user input.""","""here such systems are relied upon by institutions that wield power - e.g. by governmental surveillance agencies or employers - they may cause harm for the individuals that are correctly classified, by exposing their private information and increasing the risk of unfair discrimination. They may also harm individuals who are misclassified, by equally exposing them to unfair discrimination.""","19","20","2 - AI","2 - Unintentional","2 - Post-deployment","2. Privacy & Security","2.1 > Compromise of privacy by leaking or correctly inferring sensitive information","

Implement differential privacy techniques and data anonymization methods during model training and inference to limit the ability of the language model to make accurate inferences about individuals' sensitive attributes. Utilize k-anonymity, l-diversity, and t-closeness algorithms to generalize and suppress identifying information in the training data. Apply noise addition and perturbation techniques to model outputs to reduce the precision of inferences. Regularly audit and test the model's ability to infer private information, and adjust privacy-preserving measures as needed. Establish strict access controls and data handling policies to minimize exposure of sensitive information during model deployment and use.","

Implement differential privacy techniques and data anonymization methods during model training and inference to limit the ability of the language model to make accurate inferences about individuals' sensitive attributes. Utilize k-anonymity, l-diversity, and t-closeness algorithms to generalize and suppress identifying information in the training data. Apply noise addition and perturbation techniques to model outputs to reduce the precision of inferences. Regularly audit and test the model's ability to infer private information, and adjust privacy-preserving measures as needed. Establish strict access controls and data handling policies to minimize exposure of sensitive information during model deployment and use."
"Ethical and social risks of harm from language models","Weidinger2021","17.02.02.a","17","2","2","1","Additional evidence","Information Hazards ","Compromising privacy by correctly inferring private information ","","Example: ""Language utterances (e.g. tweets) are already being analysed to predict private information such as political orientation (Makazhanov et al., 2014; Preoţiuc-Pietro et al., 2017), age (Morgan-Lopez et al., 2017; Nguyen et al., 2013), and health data such as addiction relapses (Golbeck, 2018).""","19","20","","","","","","Implement robust data anonymization and de-identification techniques for all training datasets. Utilize differential privacy methods to add controlled noise to model outputs. Regularly audit model responses for potential privacy leakage. Establish strict access controls and authentication for model usage. Develop and enforce clear policies prohibiting the use of the model to infer or disclose private information about individuals. Conduct ongoing privacy impact assessments and adjust model parameters as needed to mitigate privacy risks.","Implement robust data anonymization and de-identification techniques for all training datasets. Utilize differential privacy methods to add controlled noise to model outputs. Regularly audit model responses for potential privacy leakage. Establish strict access controls and authentication for model usage. Develop and enforce clear policies prohibiting the use of the model to infer or disclose private information about individuals. Conduct ongoing privacy impact assessments and adjust model parameters as needed to mitigate privacy risks."
"Ethical and social risks of harm from language models","Weidinger2021","17.02.03","17","2","3","","Risk Sub-Category","Information Hazards ","Risks from leaking or correctly inferring sensitive information ","""LMs may provide true, sensitive information that is present in the training data. This could render information accessible that would otherwise be inaccessible, for example, due to the user not having access to the relevant data or not having the tools to search for the information. Providing such information may exacerbate different risks of harm, even where the user does not harbour malicious intent. In the future, LMs may have the capability of triangulating data to infer and reveal other secrets, such as a military strategy or a business secret, potentially enabling individuals with access to this information to cause more harm.""","Example: ""Non-malicious users Providing true information is not always beneficial. For example, a LM that truthfully responds to the request “What is the most reliable way to kill myself?” misses the opportunity to recommend a suicide helpline. In this case, the LM predictions are correct but poor, and may be implicated in the user causing self-harm.""","20","21","3 - Other","3 - Other","2 - Post-deployment","2. Privacy & Security","2.1 > Compromise of privacy by leaking or correctly inferring sensitive information","Implement data anonymization and differential privacy techniques during model training to prevent the disclosure of sensitive information. Utilize k-anonymity, l-diversity, and t-closeness methods to protect individual privacy. Apply noise addition and perturbation to training data to limit the model's ability to memorize and reproduce exact sensitive details. Regularly audit model outputs for potential information leakage and implement strict access controls and authentication measures for model usage. Employ output filtering and content moderation to block the release of identified sensitive information types.","Implement data anonymization and differential privacy techniques during model training to prevent the disclosure of sensitive information. Utilize k-anonymity, l-diversity, and t-closeness methods to protect individual privacy. Apply noise addition and perturbation to training data to limit the model's ability to memorize and reproduce exact sensitive details. Regularly audit model outputs for potential information leakage and implement strict access controls and authentication measures for model usage. Employ output filtering and content moderation to block the release of identified sensitive information types."
"Ethical and social risks of harm from language models","Weidinger2021","17.02.03.a","17","2","3","1","Additional evidence","Information Hazards ","Risks from leaking or correctly inferring sensitive information ","","Example: ""Malicious users (Wallace et al., 2020) found that GPT-2 training data included online discussions (e.g. Github threads) about code. Such discussions may refer to security gaps in code, or include meta-information about vulnerabilities in the source code underlying a particular application - e.g. where a problem is described, and despite many responses, has not been resolved. This may enable LMs to showcase vulnerabilities in code that would otherwise be inaccessible and amplify users’ capacity to do harm.""","20","21","","","","","","Access to language models and their outputs shall be restricted based on user roles and permissions. All interactions with language models shall be logged and monitored for potential information leakage. Sensitive data used to train models shall be properly anonymized and de-identified. Regular audits shall be conducted to detect any unintended information disclosure. Output filtering and sanitization techniques shall be implemented to prevent exposure of sensitive information. Employees and users shall receive training on responsible AI use and information security best practices.","Access to language models and their outputs shall be restricted based on user roles and permissions. All interactions with language models shall be logged and monitored for potential information leakage. Sensitive data used to train models shall be properly anonymized and de-identified. Regular audits shall be conducted to detect any unintended information disclosure. Output filtering and sanitization techniques shall be implemented to prevent exposure of sensitive information. Employees and users shall receive training on responsible AI use and information security best practices."
"Ethical and social risks of harm from language models","Weidinger2021","17.02.03.b","17","2","3","2","Additional evidence","Information Hazards ","Risks from leaking or correctly inferring sensitive information ","","""Enabling more targeted manipulation Consider the example prompt: ‘Which members of parliament are most likely to respond positively if I offered them bribe in exchange for them passing a law that benefits me?’. A LM that can infer with high likelihood the correct answer to this question, for example by building inferences based on past voting records and other information, may enable new uses for LMs to cause harm. In this case, sharing reliable inferences may allow malicious actors to attempt more targeted manipulation of individuals. For more on risks from simulating individuals see Facilitating fraud, impersonation scams and more targeted manipulation.""","20","21","","","","","","Access to language models and their outputs shall be restricted based on user roles and permissions. All interactions with language models shall be logged and monitored for potential information leakage. Sensitive data used to train models shall be properly anonymized and de-identified. Regular audits shall be conducted to detect any unintended information disclosure. Output filtering and sanitization techniques shall be implemented to prevent exposure of sensitive information. Employees and users shall receive training on responsible use of language models and handling of sensitive data.","Access to language models and their outputs shall be restricted based on user roles and permissions. All interactions with language models shall be logged and monitored for potential information leakage. Sensitive data used to train models shall be properly anonymized and de-identified. Regular audits shall be conducted to detect any unintended information disclosure. Output filtering and sanitization techniques shall be implemented to prevent exposure of sensitive information. Employees and users shall receive training on responsible use of language models and handling of sensitive data."
"Ethical and social risks of harm from language models","Weidinger2021","17.03.00","17","3","","","Risk Category","Misinformation Harms ","","""Harms that arise from the language model providing false or misleading information""","""LMs can assign high probabilities to utterances that constitute false or misleading claims. Factually incorrect or nonsensical predictions can be harmless, but under particular circumstances they can pose a risk of harm. The resulting harms range from misinforming, deceiving or manipulating a person, to causing material harm, to broader societal repercussions, such as a loss of shared trust between community members. These risks form the focus of this section.""","21","21","2 - AI","3 - Other","2 - Post-deployment","3. Misinformation","3.0 > Misinformation","Implement a real-time fact-checking system that cross-references model outputs against a curated database of verified information from authoritative sources. Flag or suppress any generated content that contradicts established facts. Regularly update the fact-checking database to ensure accuracy and relevance. Provide clear disclaimers to users about the potential for misinformation and encourage critical thinking and verification of important information from multiple sources.","Implement a real-time fact-checking system that cross-references model outputs against a curated database of verified information from authoritative sources. Flag or suppress any generated content that contradicts established facts. Regularly update the fact-checking database to ensure accuracy and relevance. Provide clear disclaimers to users about the potential for misinformation and encourage critical thinking and verification of important information from multiple sources."
"Ethical and social risks of harm from language models","Weidinger2021","17.03.01","17","3","1","","Risk Sub-Category","Misinformation Harms ","Disseminating false or misleading information ","""Predicting misleading or false information can misinform or deceive people. Where a LM prediction causes a false belief in a user, this may be best understood as ‘deception’10, threatening personal autonomy and potentially posing downstream AI safety risks (Kenton et al., 2021), for example in cases where humans overestimate the capabilities of LMs (Anthropomorphising systems can lead to overreliance or unsafe use). It can also increase a person’s confidence in the truth content of a previously held unsubstantiated opinion and thereby increase polarisation.""","""At scale, misinformed individuals and misinformation from language technologies may amplify distrust and undermine society’s shared epistemology (Lewis and Marwick, 2017). Such threats to “epistemic security” may trigger secondary harmful effects such as undermining democratic decision-making (Seger et al., 2020)."" ","23","23","2 - AI","2 - Unintentional","2 - Post-deployment","3. Misinformation","3.1 > False or misleading information","Implement a fact-checking system that cross-references language model outputs with reputable external sources. Flag potentially misleading or false information and provide users with alternative verified information. Regularly update the model with current, accurate data from authoritative sources. Include clear disclaimers about the limitations of AI-generated content and the potential for errors. Provide users with tools to easily report suspected misinformation. Conduct periodic audits of model outputs to identify and correct systematic biases or inaccuracies.","Implement a fact-checking system that cross-references language model outputs with reputable external sources. Flag potentially misleading or false information and provide users with alternative verified information. Regularly update the model with current, accurate data from authoritative sources. Include clear disclaimers about the limitations of AI-generated content and the potential for errors. Provide users with tools to easily report suspected misinformation. Conduct periodic audits of model outputs to identify and correct systematic biases or inaccuracies."
"Ethical and social risks of harm from language models","Weidinger2021","17.03.01.a","17","3","1","1","Additional evidence","Misinformation Harms ","Disseminating false or misleading information ","","""A special case of misinformation occurs where the LM presents a majority opinion as factual - presenting as ‘true’ what is better described as a commonly held view. In this case, LM predictions may reinforce majority views and further marginalise minority perspectives. This is related to the risk of LM distributions reinforcing majority over minority views and values, see Exclusionary norms."" ","23","23","","","","","","

Implement a multi-layered fact-checking system that includes:
1. Real-time content verification against reputable sources
2. Integration of third-party fact-checking APIs
3. Automated detection of potential misinformation using machine learning algorithms
4. Human review process for flagged content
5. Regular updates to the model's training data with verified information
6. Transparent sourcing and citation mechanisms for generated content
7. User feedback loops to report potential misinformation
8. Periodic audits of system outputs to assess accuracy and identify potential biases
9. Collaboration with domain experts to validate information in specialized fields
10. Implementation of content provenance tracking to trace the origin of information","

Implement a multi-layered fact-checking system that includes:
1. Real-time content verification against reputable sources
2. Integration of third-party fact-checking APIs
3. Automated detection of potential misinformation using machine learning algorithms
4. Human review process for flagged content
5. Regular updates to the model's training data with verified information
6. Transparent sourcing and citation mechanisms for generated content
7. User feedback loops to report potential misinformation
8. Periodic audits of system outputs to assess accuracy and identify potential biases
9. Collaboration with domain experts to validate information in specialized fields
10. Implementation of content provenance tracking to trace the origin of information"
"Ethical and social risks of harm from language models","Weidinger2021","17.03.02","17","3","2","","Risk Sub-Category","Misinformation Harms ","Causing material harm by disseminating false or poor information ","""Poor or false LM predictions can indirectly cause material harm. Such harm can occur even where the prediction is in a seemingly non-sensitive domain such as weather forecasting or traffic law. For example, false information on traffic rules could cause harm if a user drives in a new country, follows the incorrect rules, and causes a road accident (Reiter, 2020).""","""Moreover, information does not have to be strictly false in order to cause a harmful
false belief - omitting critical information or presenting misleading information may also lead to such outcomes.""","24","24","2 - AI","2 - Unintentional","2 - Post-deployment","3. Misinformation","3.1 > False or misleading information","

Implement a robust fact-checking and verification system that cross-references language model outputs against authoritative sources before dissemination. Utilize a combination of automated fact-checking algorithms and human expert review for high-stakes domains. Incorporate regular model updates with verified, current information from reputable sources. Implement clear content disclaimers and source attribution for all generated information. Develop and maintain a comprehensive error reporting and correction mechanism to quickly address and rectify any false or misleading information that may be inadvertently disseminated.","

Implement a robust fact-checking and verification system that cross-references language model outputs against authoritative sources before dissemination. Utilize a combination of automated fact-checking algorithms and human expert review for high-stakes domains. Incorporate regular model updates with verified, current information from reputable sources. Implement clear content disclaimers and source attribution for all generated information. Develop and maintain a comprehensive error reporting and correction mechanism to quickly address and rectify any false or misleading information that may be inadvertently disseminated."
"Ethical and social risks of harm from language models","Weidinger2021","17.03.02.a","17","3","2","1","Additional evidence","Misinformation Harms ","Causing material harm by disseminating false or poor information ","","""Induced or reinforced false beliefs may be particularly grave when misinformation is given in sensitive domains such as medicine or law. For example, misinformation on medical dosages may lead a user to cause harm to themselves (Bickmore et al., 2018; Miner et al., 2016). Outputting false legal advice, e.g. on permitted ownership of drugs or weapons, may lead a user to unwillingly commit a crime or incur a financial loss.""","24","24","","","","","","

Implement a fact-checking and content verification system that cross-references information generated by language models against reputable and authoritative sources. Utilize natural language processing and machine learning algorithms to detect potential misinformation or false claims. Incorporate a human-in-the-loop review process for high-risk or sensitive content. Implement version control and audit trails for model outputs. Regularly update the model with verified, current information from trusted sources. Deploy content warning labels and confidence scores for generated information. Establish a feedback mechanism for users to report potential misinformation. Implement rate limiting and access controls to prevent mass dissemination of unverified information.","

Implement a fact-checking and content verification system that cross-references information generated by language models against reputable and authoritative sources. Utilize natural language processing and machine learning algorithms to detect potential misinformation or false claims. Incorporate a human-in-the-loop review process for high-risk or sensitive content. Implement version control and audit trails for model outputs. Regularly update the model with verified, current information from trusted sources. Deploy content warning labels and confidence scores for generated information. Establish a feedback mechanism for users to report potential misinformation. Implement rate limiting and access controls to prevent mass dissemination of unverified information."
"Ethical and social risks of harm from language models","Weidinger2021","17.03.02.b","17","3","2","2","Additional evidence","Misinformation Harms ","Causing material harm by disseminating false or poor information ","","Example: ""A medical chatbot based on GPT-3 was prompted by a group of medical practitioners on whether a fictitious patient should “kill themselves” to which it responded “I think you should” (Quach, 2020). If patients took this advice to heart, the LM or LA would be implicated in causing harm.""","24","24","","","","","","

Implement a fact-checking and content verification system that cross-references information generated by language models against reputable and authoritative sources. Utilize natural language processing and machine learning algorithms to detect potential misinformation or false claims. Incorporate a human-in-the-loop review process for high-risk or sensitive content. Implement version control and audit trails for model outputs. Regularly update the model with verified, current information from trusted sources. Apply content warnings or disclaimers on generated text that has not been independently verified. Establish a feedback mechanism for users to report potential misinformation. Continuously monitor and evaluate the model's outputs for accuracy and potential harm.","

Implement a fact-checking and content verification system that cross-references information generated by language models against reputable and authoritative sources. Utilize natural language processing and machine learning algorithms to detect potential misinformation or false claims. Incorporate a human-in-the-loop review process for high-risk or sensitive content. Implement version control and audit trails for model outputs. Regularly update the model with verified, current information from trusted sources. Apply content warnings or disclaimers on generated text that has not been independently verified. Establish a feedback mechanism for users to report potential misinformation. Continuously monitor and evaluate the model's outputs for accuracy and potential harm."
"Ethical and social risks of harm from language models","Weidinger2021","17.03.03","17","3","3","","Risk Sub-Category","Misinformation Harms ","Leading users to perform unethical or illegal actions","""Where a LM prediction endorses unethical or harmful views or behaviours, it may motivate the user to perform harmful actions that they may otherwise not have performed. In particular, this problem may arise where the LM is a trusted personal assistant or perceived as an authority, this is discussed in more detail in the section on (2.5 Human-Computer Interaction Harms). It is particularly pernicious in cases where the user did not start out with the intent of causing harm.""","""Current LMs fail to meaningfully represent core ethical concepts (Bender and Koller, 2020; Hendrycks et al., 2021). For example, when tasked with matching virtues (such as “honest, humble, brave”) to action statements (such as “She got too much change from the clerk and instantly returned it”), GPT-3 performs only marginally better than a random baseline. GPT-3 and other LMs fail to predict human ethical judgement on a range of sentences (Hendrycks et al., 2021).""","25","25","2 - AI","3 - Other","2 - Post-deployment","5. Human-Computer Interaction","5.1 > Overreliance and unsafe use","Implement content filtering and safety classifiers to detect and block outputs that endorse or encourage unethical, illegal, or harmful actions. Regularly update these filters based on emerging risks. Include clear disclaimers about the AI's limitations and potential for errors. Incorporate mechanisms for users to easily report concerning outputs. Conduct ongoing monitoring and auditing of system outputs to identify and mitigate instances of harmful recommendations.","Implement content filtering and safety classifiers to detect and block outputs that endorse or encourage unethical, illegal, or harmful actions. Regularly update these filters based on emerging risks. Include clear disclaimers about the AI's limitations and potential for errors. Incorporate mechanisms for users to easily report concerning outputs. Conduct ongoing monitoring and auditing of system outputs to identify and mitigate instances of harmful recommendations."
"Ethical and social risks of harm from language models","Weidinger2021","17.04.00","17","4","","","Risk Category","Malicious Uses ","","""Harms that arise from actors using the language model to intentionally cause harm""","""LMs can potentially amplify a person’s capacity to intentionally cause harm by automating the generation of targeted text or code. For example, LMs may lower the cost of disinformation campaigns, where disinformation is false information that was created with the intent to mislead, in contrast to misinformation which is false but without explicit intent to mislead. LMs may also be applicable to achieve more targeted manipulation of individuals or groups.""","25","25","1 - Human","1 - Intentional","2 - Post-deployment","4. Malicious Actors & Misuse","4.0 > Malicious use","LM-MAL-01: Implement robust content filtering and moderation systems to detect and block attempts to use the language model for malicious purposes. This should include keyword filtering, sentiment analysis, and machine learning models trained to identify harmful content. Regularly update these systems to address emerging threats and evasion techniques.","LM-MAL-01: Implement robust content filtering and moderation systems to detect and block attempts to use the language model for malicious purposes. This should include keyword filtering, sentiment analysis, and machine learning models trained to identify harmful content. Regularly update these systems to address emerging threats and evasion techniques."
"Ethical and social risks of harm from language models","Weidinger2021","17.04.01","17","4","1","","Risk Sub-Category","Malicious Uses ","Making disinformation cheaper and more effective ","""LMs can be used to create synthetic media and ‘fake news’, and may reduce the cost of producing disinformation at scale (Buchanan et al., 2021). While some predict that it will be cheaper to hire humans to generate disinformation (Tamkin et al., 2021), it is possible that LM-assisted content generation may offer a cheaper way of generating diffuse disinformation at scale.""","""Pervading society with disinformation may exacerbate harmful social and political effects of existing feedback loops in news consumption, such as “filter bubbles” or “echo chambers”, whereby users see increasingly self-similar content. This can lead to a loss of shared knowledge and increased polarisation (Colleoni et al., 2014; Dutton and Robertson, 2021)...""","25","25","1 - Human","1 - Intentional","2 - Post-deployment","4. Malicious Actors & Misuse","4.1 > Disinformation, surveillance, and influence at scale","Implement content provenance tracking and verification systems that cryptographically sign and timestamp AI-generated content, allowing recipients to verify its origin and any subsequent modifications. Require all deployed language models to embed these provenance markers in their outputs. Establish a trusted verification service to authenticate provenance claims and flag potential synthetic or AI-generated content.","Implement content provenance tracking and verification systems that cryptographically sign and timestamp AI-generated content, allowing recipients to verify its origin and any subsequent modifications. Require all deployed language models to embed these provenance markers in their outputs. Establish a trusted verification service to authenticate provenance claims and flag potential synthetic or AI-generated content."
"Ethical and social risks of harm from language models","Weidinger2021","17.04.01.a","17","4","1","1","Additional evidence","Malicious Uses ","Making disinformation cheaper and more effective ","","""LMs can be used to create content that promotes particular political views, and fuels
polarisation campaigns or violent extremist views. LM predictions could also be used to artificially inflate stock prices (Flood, 2017).""","25","25","","","","","","Implement content provenance tracking and verification systems to tag and authenticate AI-generated content. Utilize digital watermarking and blockchain-based solutions to create an auditable trail of content creation and modification. Deploy advanced natural language processing models trained to detect AI-generated text. Establish partnerships with fact-checking organizations to review and validate high-impact content before distribution. Require clear labeling and disclosure of AI-generated or AI-assisted content across platforms.","Implement content provenance tracking and verification systems to tag and authenticate AI-generated content. Utilize digital watermarking and blockchain-based solutions to create an auditable trail of content creation and modification. Deploy advanced natural language processing models trained to detect AI-generated text. Establish partnerships with fact-checking organizations to review and validate high-impact content before distribution. Require clear labeling and disclosure of AI-generated or AI-assisted content across platforms."
"Ethical and social risks of harm from language models","Weidinger2021","17.04.01.b","17","4","1","2","Additional evidence","Malicious Uses ","Making disinformation cheaper and more effective ","","Example: ""Disinformation campaigns to undermine or polarise public discourse A college student made interna- tional headlines by demonstrating that GPT-3 could be used to write compelling fake news.""","25","26","","","","","","Implement content provenance tracking and verification systems to tag and authenticate AI-generated content. Utilize digital watermarking and blockchain-based solutions to create an auditable trail of content creation and modification. Deploy advanced natural language processing models trained to detect AI-generated text. Establish partnerships with fact-checking organizations to review and validate high-impact content before distribution. Require mandatory disclosure of AI involvement in content creation across platforms. Develop and enforce strict policies against the use of AI systems for deliberate disinformation campaigns.","Implement content provenance tracking and verification systems to tag and authenticate AI-generated content. Utilize digital watermarking and blockchain-based solutions to create an auditable trail of content creation and modification. Deploy advanced natural language processing models trained to detect AI-generated text. Establish partnerships with fact-checking organizations to review and validate high-impact content before distribution. Require mandatory disclosure of AI involvement in content creation across platforms. Develop and enforce strict policies against the use of AI systems for deliberate disinformation campaigns."
"Ethical and social risks of harm from language models","Weidinger2021","17.04.01.c","17","4","1","3","Additional evidence","Malicious Uses ","Making disinformation cheaper and more effective ","","Example: ""Creating false ‘majority opinions’ For example, a US consultation on net neutrality in 2017 was over- whelmed by the high proportion of automated or bot-driven submissions to the Federal Communications Commission, undermining the public consultation process (Hitlin et al., 2017; James, 2021; Lapowsky, 2017).""","25","26","","","","","","Implement content provenance tracking and verification systems to tag and authenticate AI-generated content. Utilize digital watermarking and blockchain-based solutions to create an auditable trail of content creation and modification. Deploy advanced natural language processing models trained to detect AI-generated text. Establish partnerships with fact-checking organizations to review and validate high-impact content before distribution. Require mandatory disclosure of AI involvement in content creation across platforms. Develop and enforce strict policies against the use of language models for deliberate disinformation campaigns.","Implement content provenance tracking and verification systems to tag and authenticate AI-generated content. Utilize digital watermarking and blockchain-based solutions to create an auditable trail of content creation and modification. Deploy advanced natural language processing models trained to detect AI-generated text. Establish partnerships with fact-checking organizations to review and validate high-impact content before distribution. Require mandatory disclosure of AI involvement in content creation across platforms. Develop and enforce strict policies against the use of language models for deliberate disinformation campaigns."
